Reading lines...
Read 6185 sentence pairs
Counting words...
Counted words:
ALL_SRC 129
ALL_TAR 31
Reading lines...
Read 4948 sentence pairs
Counting words...
Counted words:
TRAIN_SRC 129
TRAIN_TAR 31
sentence, trueltl, rank, variants, goodvariants
"move to landmark three without entering the purple room . then you may stay at landmark three or go to the purple room .", "~ ( purple_room ) U ( landmark_3 )", 0, 100, 46
"avoid the blue room until going to the third floor .", "~ ( blue_room ) U ( third_floor )", 0, 100, 48
"go to the twond floor avoiding the yellow room . if you reached the third floor you can stay there or head to the yellow room .", "~ ( yellow_room ) U ( third_floor )", 0, 100, 51
"avoid landmark one and go to the first floor .", "F ( first_floor & ~landmark_1 )", 0, 100, 47
"go through the yellow room before navigating to landmark three .", "F ( yellow_room & F ( landmark_3 ) )", 0, 100, 17
"while remaining within the orange room go to landmark two .", "F ( landmark_2 ) & G ( orange_room )", 0, 100, 34
"navigate through landmark one and go to the yellow room .", "F ( landmark_1 & F ( yellow_room ) )", 0, 100, 45
"remain on the second floor and navigate to the purple room .", "F ( purple_room ) & G ( second_floor )", 0, 100, 46
"move to landmark one without entering the purple room . then you may stay at landmark one or go to the purple room .", "~ ( purple_room ) U ( landmark_1 )", 0, 100, 52
"avoid the orange room and go to the second floor . if you reached the second floor then you may go to the orange room or just stay on the second floor .", "~ ( orange_room ) U ( second_floor )", 0, 100, 44
"avoid the red room on your way to the purple room . once you get to the purple room you can to the red room .", "~ ( red_room ) U ( purple_room )", 0, 100, 33
"go to landmark three and then go to the orange room .", "F ( landmark_3 & F ( orange_room ) )", 0, 100, 47
"do directly to landmark two without leaving the orange room .", "F ( landmark_2 ) & G ( orange_room )", 0, 100, 37
"do directly to landmark two without leaving the red room .", "F ( landmark_2 ) & G ( red_room )", 0, 100, 35
"avoid the orange room until navigating to the green room .", "~ ( orange_room ) U ( green_room )", 0, 100, 55
"go through the blue room to the green room .", "F ( blue_room & F ( green_room ) )", 0, 100, 49
"go to the purple room through the orange room", "F ( orange_room & F ( purple_room ) )", 0, 100, 59
"go to the purple room without touching landmark three .", "F ( purple_room & ~landmark_3 )", 0, 100, 62
"go to the red room without going to the yellow room", "F ( red_room & ~yellow_room )", 0, 100, 49
"navigate from the third floor to the blue room .", "F ( third_floor & F ( blue_room ) )", 0, 100, 38
"go to the third floor through landmark two .", "F ( landmark_2 & F ( third_floor ) )", 0, 100, 34
"go to the blue room without touching landmark one .", "F ( blue_room & ~landmark_1 )", 0, 100, 49
"go to the purple room through the third floor .", "F ( third_floor & F ( purple_room ) )", 0, 100, 58
"without leaving the third floor go to the orange room .", "F ( orange_room ) & G ( third_floor )", 0, 100, 35
"head to the blue room and then head to the first floor .", "F ( blue_room & F ( first_floor ) )", 0, 100, 35
"avoid the red room until reaching landmark two .", "~ ( red_room ) U ( landmark_2 )", 0, 100, 65
"go from the twond floor to the blue room", "F ( third_floor & F ( blue_room ) )", 0, 100, 44
"move to the second floor travelling through the orange room .", "F ( orange_room & F ( second_floor ) )", 0, 100, 41
"avoid the purple room until you go through the red room .", "~ ( purple_room ) U ( red_room )", 0, 100, 43
"head to the yellow room .", "F ( yellow_room )", 0, 100, 19
"navigate to the second floor but do n t ever go to landmark two .", "F ( second_floor & ~landmark_2 )", 0, 100, 37
"go to the first floor then go landmark two .", "F ( first_floor & F ( landmark_2 ) )", 0, 100, 48
"avoid the purple room until after you ve gone to the orange room .", "~ ( purple_room ) U ( orange_room )", 0, 100, 40
"move to the second floor without entering the orange room .", "F ( second_floor & ~orange_room )", 1, 100, 61
"go through the green room before going to landmark two", "F ( green_room & F ( landmark_2 ) )", 0, 100, 21
"avoid the yellow room and go to the second floor .", "F ( second_floor & ~yellow_room )", 0, 100, 59
"go to yellow room but do not go to purple room .", "F ( yellow_room & ~purple_room )", 1, 100, 56
"travel to landmark two .", "F ( landmark_2 )", 0, 100, 15
"go to the yellow room before you go to landmark three .", "F ( yellow_room & F ( landmark_3 ) )", 0, 100, 49
"head to landmark two after going to the green room .", "F ( green_room & F ( landmark_2 ) )", 0, 100, 53
"navigate to the green room after going to the third floor .", "F ( third_floor & F ( green_room ) )", 0, 100, 39
"travel through the red room then go to the purple room .", "F ( red_room & F ( purple_room ) )", 4, 100, 67
"go to the twond floor but avoid the blue room .", "F ( second_floor & ~blue_room )", 1, 100, 46
"stay on the third floor and go to landmark three .", "F ( landmark_3 ) & G ( third_floor )", 0, 100, 34
"from the second floor navigate to the purple room .", "F ( second_floor & F ( purple_room ) )", 0, 100, 32
"avoid landmark one until you pass through red room .", "~ ( landmark_1 ) U ( red_room )", 0, 100, 42
"move through landark one to landmark two .", "F ( landmark_1 & F ( landmark_2 ) )", 1, 100, 71
"go to landmark three through landmark one", "F ( landmark_1 & F ( landmark_3 ) )", 0, 100, 50
"go through the orange room before navigating to landmark two .", "F ( orange_room & F ( landmark_2 ) )", 0, 100, 31
"avoid the yellow room navigate to the orange room .", "F ( orange_room & ~yellow_room )", 2, 100, 47
"go to the blue room and then navigate to the red room .", "F ( blue_room & F ( red_room ) )", 0, 100, 56
"pass through the red room before going to the third floor .", "F ( red_room & F ( third_floor ) )", 0, 100, 45
"move to the blue room then continue to the purple room .", "F ( blue_room & F ( purple_room ) )", 0, 100, 54
"avoid the blue room until going through landmark three .", "~ ( blue_room ) U ( landmark_3 )", 0, 100, 49
"without stepping outside of the purple room go to landmark three .", "F ( landmark_3 ) & G ( purple_room )", 0, 100, 27
"avoid the red room and navigate to the orange room .", "F ( orange_room & ~red_room )", 1, 100, 51
"remain on the third floor and move to the purple room .", "F ( purple_room ) & G ( third_floor )", 0, 100, 41
"go to landmark three through the orange room", "F ( orange_room & F ( landmark_3 ) )", 0, 100, 59
"go to or through the twond floor while avoiding going through the yellow room", "~ ( yellow_room ) U ( second_floor )", 1, 100, 58
"go to the first floor always avoiding the green room .", "F ( first_floor & ~green_room )", 0, 100, 54
"without leaving the second floor go to the blue room .", "F ( blue_room ) & G ( second_floor )", 0, 100, 46
"while remaining within the purple room go to landmark three .", "F ( landmark_3 ) & G ( purple_room )", 0, 100, 29
"go to the third floor and then go to the second floor .", "F ( third_floor & F ( second_floor ) )", 0, 100, 41
"go to the second floor and avoid the red room .", "F ( second_floor & ~red_room )", 0, 100, 50
"go to or through the twond floor while avoiding going through the orange room", "~ ( orange_room ) U ( third_floor )", 0, 100, 62
"go directly to the green room without changing floors and then go to landmark two .", "F ( landmark_2 ) & G ( third_floor )", 0, 100, 67
"go to landmark three and then to landmark two", "F ( landmark_3 & F ( landmark_2 ) )", 1, 100, 51
"go to the first floor through the purple room .", "F ( purple_room & F ( first_floor ) )", 0, 100, 37
"avoid the yellow room until after you ve gone to the orange room .", "~ ( yellow_room ) U ( orange_room )", 0, 100, 47
"navigate to the orange room but never go to the purple room .", "F ( orange_room & ~purple_room )", 0, 100, 28
"go through landmark two before going to the purple room .", "F ( landmark_2 & F ( purple_room ) )", 0, 100, 48
"go to the third floor but never go to the purple room .", "F ( third_floor & ~purple_room )", 0, 100, 37
"go to the yellow room without touching landmark three .", "F ( yellow_room & ~landmark_3 )", 0, 100, 63
"stay on the first floor to get to landmark one .", "F ( landmark_1 ) & G ( first_floor )", 0, 100, 33
"go to the purple room by first going through the yellow room .", "F ( yellow_room & F ( purple_room ) )", 0, 100, 62
"go to the purple room and then go to the yellow room .", "F ( purple_room & F ( yellow_room ) )", 0, 100, 46
"go to landmark one and proceed to landmark two .", "F ( landmark_1 & F ( landmark_2 ) )", 0, 100, 45
"move to the orange room without leaving the first floor .", "F ( orange_room ) & G ( first_floor )", 0, 100, 35
"stay on the first floor to get to landmark two .", "F ( landmark_2 ) & G ( first_floor )", 0, 100, 38
"always avoid landmark three and go to the third floor .", "F ( third_floor & ~landmark_3 )", 0, 100, 59
"navigate to the red room always avoiding the purple room .", "F ( red_room & ~purple_room )", 0, 100, 44
"go to the first floor avoiding the red room . if you get to first floor you can then proceed to the red room", "~ ( red_room ) U ( first_floor )", 0, 100, 46
"go through the blue room then to the second floor .", "F ( blue_room & F ( second_floor ) )", 0, 100, 36
"go to the purple room without going through the yellow room .", "~ ( yellow_room ) U ( purple_room )", 0, 100, 64
"avoid the red room and go to the first floor . if you reached the first floor then you may go to the red room or just stay on the first floor .", "~ ( red_room ) U ( first_floor )", 0, 100, 41
"avoid the blue room until reaching the second floor .", "~ ( blue_room ) U ( second_floor )", 0, 100, 42
"go to landmark one then go to landmark three .", "F ( landmark_1 & F ( landmark_3 ) )", 0, 100, 43
"move to landmark three and then proceed to the green room .", "F ( landmark_3 & F ( green_room ) )", 0, 100, 45
"avoid the red room until reaching the first floor .", "~ ( red_room ) U ( first_floor )", 0, 100, 47
"move towards green room and then to third floor .", "F ( green_room & F ( third_floor ) )", 0, 100, 34
"avoid landmark three until navigating to the purple room .", "~ ( landmark_3 ) U ( purple_room )", 0, 100, 51
"avoid the orange room until after navigating to the blue room .", "~ ( orange_room ) U ( blue_room )", 0, 100, 59
"avoid landmark three until after the blue room", "~ ( landmark_3 ) U ( blue_room )", 0, 100, 53
"go through the second floor to the green room .", "F ( second_floor & F ( green_room ) )", 0, 100, 44
"go through the yellow room first then go to the red room .", "F ( yellow_room & F ( red_room ) )", 0, 100, 56
"go to landmark two and remain within the red room .", "F ( landmark_2 ) & G ( red_room )", 0, 100, 39
"go to the yellow room only through the onest floor", "F ( yellow_room ) & G ( third_floor )", 0, 100, 47
"go from onest floor to landmark two .", "F ( third_floor & F ( landmark_2 ) )", 1, 100, 52
"go to the orange room", "F ( orange_room )", 0, 100, 14
"go to the green room through the first floor .", "F ( first_floor & F ( green_room ) )", 0, 100, 45
"do not go into the green room until going to landmark three", "~ ( green_room ) U ( landmark_3 )", 0, 100, 46
"pass through the yellow room before going to the third floor .", "F ( yellow_room & F ( third_floor ) )", 0, 100, 37
"go to landmark one then go to the green room .", "F ( landmark_1 & F ( green_room ) )", 0, 100, 35
"go to a spot in the green room but do n t touch landmark two .", "F ( green_room & ~landmark_2 )", 0, 100, 27
"go to third floor without going into the purple room", "F ( third_floor & ~purple_room )", 0, 100, 45
"always avoid the orange room and go to the purple room .", "F ( purple_room & ~orange_room )", 0, 100, 44
"navigate through landmark three to the second floor .", "F ( landmark_3 & F ( second_floor ) )", 0, 100, 32
"go to landmark three before navigating to the third floor .", "F ( landmark_3 & F ( third_floor ) )", 0, 100, 29
"go to the blue room", "F ( blue_room )", 0, 100, 21
"go through the purple room then make your way to landmark three .", "F ( purple_room & F ( landmark_3 ) )", 0, 100, 41
"go through landmark one and navigate to the green room .", "F ( landmark_1 & F ( green_room ) )", 0, 100, 37
"always avoid landmark one and go to the third floor .", "F ( third_floor & ~landmark_1 )", 0, 100, 42
"pass through the orange room on your way to the first floor .", "F ( orange_room & F ( first_floor ) )", 0, 100, 32
"avoid the orange room until after you ve gone to the green room .", "~ ( orange_room ) U ( green_room )", 0, 100, 54
"go through the red room to landmark three .", "F ( red_room & F ( landmark_3 ) )", 0, 100, 54
"avoid the red room until you enter the purple room .", "~ ( red_room ) U ( purple_room )", 0, 100, 57
"navigate directly to landmark two .", "F ( landmark_2 )", 0, 100, 16
"go to landmark one before going to the orange room .", "F ( landmark_1 & F ( orange_room ) )", 0, 100, 44
"move to the second floor but go through landmark three first .", "F ( landmark_3 & F ( second_floor ) )", 0, 100, 27
"remain on the onest floor and go directly to the purple room .", "F ( purple_room ) & G ( third_floor )", 1, 100, 42
"move to landmark three but go through the yellow room first .", "F ( yellow_room & F ( landmark_3 ) )", 0, 100, 58
"remain on the first floor while going to the purple room .", "F ( purple_room ) & G ( first_floor )", 0, 100, 33
"go to the red room without going to the orange room . if you reached the red room now you can go to the orange room .", "~ ( orange_room ) U ( red_room )", 1, 100, 40
"go through the yellow room to the first floor .", "F ( yellow_room & F ( first_floor ) )", 0, 100, 41
"avoid the purple room until reaching the third floor .", "~ ( purple_room ) U ( third_floor )", 0, 100, 46
"visit the third floor and then proceed to the second floor .", "F ( third_floor & F ( second_floor ) )", 1, 100, 38
"avoid the landmark one and go to the third floor .", "F ( third_floor & ~landmark_1 )", 0, 100, 46
"go from the second floor to the green room .", "F ( second_floor & F ( green_room ) )", 0, 100, 38
"go to or through the twond floor always avoid going through the yellow room", "~ ( yellow_room ) U ( third_floor )", 0, 100, 58
"move to landmark one but go through the green room first .", "F ( green_room & F ( landmark_1 ) )", 0, 100, 55
"go to the third floor and then go to the orange room .", "F ( third_floor & F ( orange_room ) )", 0, 100, 45
"go to the third floor via landmark one .", "F ( landmark_1 & F ( third_floor ) )", 0, 100, 36
"navigate to the red room after going to the third floor .", "F ( third_floor & F ( red_room ) )", 0, 100, 43
"navigate to the second floor but do n t ever go to landmark one .", "F ( second_floor & ~landmark_1 )", 0, 100, 48
"go to or through the red room . always avoid going to the red room through landmark one", "~ ( landmark_1 ) U ( red_room )", 0, 100, 40
"go to a spot in the purple room but do n t touch landmark two .", "F ( purple_room & ~landmark_2 )", 0, 100, 23
"go to the red room without going to the blue room .", "F ( red_room & ~blue_room )", 1, 100, 51
"navigate to the first floor always avoiding the red room .", "F ( first_floor & ~red_room )", 0, 100, 43
"stay on the first floor to get to landmark three .", "F ( landmark_3 ) & G ( first_floor )", 0, 100, 35
"go to the third floor then move to the green room .", "F ( third_floor & F ( green_room ) )", 0, 100, 39
"move to the third floor travelling through the orange room .", "F ( orange_room & F ( third_floor ) )", 0, 100, 41
"avoid the orange room until after navigating to the red room .", "~ ( orange_room ) U ( red_room )", 1, 100, 45
"avoid the orange room until you go to the yellow room .", "~ ( orange_room ) U ( yellow_room )", 0, 100, 52
"go to landmark three and remain within the blue room .", "F ( landmark_3 ) & G ( blue_room )", 0, 100, 29
"avoid the green room and go to landmark two", "F ( landmark_2 & ~green_room )", 0, 100, 25
"go to the third floor then the first floor .", "F ( third_floor & F ( first_floor ) )", 1, 100, 41
"from the third floor navigate to the blue room .", "F ( third_floor & F ( blue_room ) )", 0, 100, 44
"move to landmark three but travel to the onest floor first .", "F ( first_floor & F ( landmark_3 ) )", 27, 100, 52
"go to the green room but avoid landmark two . if you reached to the green room then you can head to landmark two or stay put .", "~ ( landmark_2 ) U ( green_room )", 0, 100, 50
"always avoid the yellow room and go to the red room .", "F ( red_room & ~yellow_room )", 0, 100, 61
"go to landmark three from the first floor only .", "F ( landmark_3 ) & G ( first_floor )", 0, 100, 33
"avoid landmark one until going to landmark two .", "~ ( landmark_1 ) U ( landmark_2 )", 0, 100, 64
"avoid the purple room navigate to the green room .", "F ( green_room & ~purple_room )", 0, 100, 51
"while always avoiding the purple room go to landmark three .", "F ( landmark_3 & ~purple_room )", 0, 100, 34
"avoid the red room", "F ( third_floor & ~red_room )", 1, 100, 49
"go through the yellow room before going to the orange room .", "F ( yellow_room & F ( orange_room ) )", 0, 100, 57
"move to landmark three without entering the yellow room . then you may stay at landmark three or go to the yellow room .", "~ ( yellow_room ) U ( landmark_3 )", 0, 100, 54
"go to the third floor and then to landmark three .", "F ( third_floor & F ( landmark_3 ) )", 0, 100, 35
"avoid the red room until you go to the blue room .", "~ ( red_room ) U ( blue_room )", 0, 100, 67
"go to the orange room then go to the third floor .", "F ( orange_room & F ( third_floor ) )", 0, 100, 29
"go to the orange room without going to the red room .", "F ( orange_room & ~red_room )", 0, 100, 37
"go to or through the red room always avoid going to the red room through landmark one", "~ ( landmark_1 ) U ( red_room )", 0, 100, 38
"go to the orange room and if you have reached the orange room you may proceed to the yellow room or stay in the orange room .", "~ ( yellow_room ) U ( orange_room )", 1, 100, 48
"go to the twond floor while always avoiding the yellow room", "F ( third_floor & ~yellow_room )", 0, 100, 62
"go through the blue room before going to the orange room .", "F ( blue_room & F ( orange_room ) )", 0, 100, 53
"avoid landmark one until you navigate to landmark two .", "~ ( landmark_1 ) U ( landmark_2 )", 0, 100, 62
"avoid the green room until after navigating to the blue room .", "~ ( green_room ) U ( blue_room )", 0, 100, 49
"go to the green room then go to the yellow room .", "F ( green_room & F ( yellow_room ) )", 0, 100, 50
"go to the second floor then go to the green room .", "F ( second_floor & F ( green_room ) )", 0, 100, 46
"go from the orange room to the red room", "F ( orange_room & F ( red_room ) )", 0, 100, 51
"go to the green room while always avoiding landmark three", "F ( green_room & ~landmark_3 )", 0, 100, 52
"avoid the yellow room until reaching the third floor .", "~ ( yellow_room ) U ( third_floor )", 0, 100, 43
"go to the third floor through the purple room .", "F ( purple_room & F ( third_floor ) )", 0, 100, 35
"go to the blue room through landmark three .", "F ( landmark_3 & F ( blue_room ) )", 0, 100, 48
"avoid the red room until you go through the orange room .", "~ ( red_room ) U ( orange_room )", 1, 100, 40
"while remaining within the orange room go to landmark one .", "F ( landmark_1 ) & G ( orange_room )", 0, 100, 27
"go to landmark one while always avoiding the blue room", "F ( landmark_1 & ~blue_room )", 0, 100, 27
"go to or through the green room always avoid going to the green room through landmark one", "~ ( landmark_1 ) U ( green_room )", 0, 100, 44
"go to the red room then go to the orange room .", "F ( red_room & F ( orange_room ) )", 3, 100, 52
"go to the blue room through the second floor .", "F ( second_floor & F ( blue_room ) )", 0, 100, 49
"navigate to the second floor before going to the green room .", "F ( second_floor & F ( green_room ) )", 0, 100, 45
"go to the green room but do not enter the purple room first .", "~ ( purple_room ) U ( green_room )", 1, 100, 42
"navigate to landmark two then continue to the blue room .", "F ( landmark_2 & F ( blue_room ) )", 0, 100, 56
"start on the threerd floor go directly to the onest floor .", "F ( second_floor & F ( first_floor ) )", 0, 100, 53
"remain on the second floor and move to the yellow room .", "F ( yellow_room ) & G ( second_floor )", 0, 100, 34
"always avoid landmark one and go to the red room .", "F ( red_room & ~landmark_1 )", 0, 100, 50
"robot go to the green room .", "F ( green_room )", 0, 100, 17
"go to landmark three and then go to the onest floor .", "F ( landmark_3 & F ( first_floor ) )", 0, 100, 25
"go to landmark two by only navigating within the blue room .", "F ( landmark_2 ) & G ( blue_room )", 0, 100, 38
"go to the second floor after going to the first floor .", "F ( first_floor & F ( second_floor ) )", 3, 100, 36
"go to the red room without touching landmark three .", "F ( red_room & ~landmark_3 )", 0, 100, 64
"always avoid landmark three and go to landmark two", "F ( landmark_2 & ~landmark_3 )", 0, 100, 55
"do not go into the purple room until going to landmark two", "~ ( purple_room ) U ( landmark_2 )", 0, 100, 50
"navigate from the second floor to the orange room .", "F ( second_floor & F ( orange_room ) )", 0, 100, 36
"go to the third floor but never go to the yellow room .", "F ( third_floor & ~yellow_room )", 0, 100, 39
"first navigate to the purple room then make your way to the green room .", "F ( purple_room & F ( green_room ) )", 0, 100, 49
"go to the purple room avoiding the red room . only if you reached the purple room then you may proceed to the red room .", "~ ( red_room ) U ( purple_room )", 6, 100, 45
"go to the orange room without going to landmark one .", "F ( orange_room & ~landmark_1 )", 0, 100, 37
"head to landmark three after going to the yellow room .", "F ( yellow_room & F ( landmark_3 ) )", 0, 100, 53
"head to the blue room but first go to the second floor .", "F ( second_floor & F ( blue_room ) )", 0, 100, 37
"navigate to the yellow room by passing through the third floor .", "F ( third_floor & F ( yellow_room ) )", 0, 100, 48
"go to landmark one then down to the blue room .", "F ( landmark_2 & F ( blue_room ) )", 1, 100, 45
"without leaving the orange room go to landmark one .", "F ( landmark_1 ) & G ( orange_room )", 0, 100, 24
"head to the yellow room but first go to the second floor .", "F ( second_floor & F ( yellow_room ) )", 0, 100, 38
"go to the third floor always avoiding the blue room .", "F ( third_floor & ~blue_room )", 0, 100, 31
"always avoid the orange room and go to landmark three .", "F ( landmark_3 & ~orange_room )", 0, 100, 32
"first go to landmark two then go to the yellow room .", "F ( landmark_2 & F ( yellow_room ) )", 0, 100, 49
"go to the twond floor avoiding the red room . if you reached the second floor you can stay there or head to the red room .", "~ ( red_room ) U ( second_floor )", 0, 100, 54
"go to the yellow room through the first floor .", "F ( first_floor & F ( yellow_room ) )", 0, 100, 57
"go through the third floor to the orange room", "F ( third_floor & F ( orange_room ) )", 0, 100, 43
"go to second floor", "F ( second_floor )", 0, 100, 25
"go from the twond floor to the blue room", "F ( second_floor & F ( blue_room ) )", 1, 100, 44
"go to the orange room but do not enter the green room first .", "~ ( green_room ) U ( orange_room )", 0, 100, 58
"go through the orange room before navigating to landmark three .", "F ( orange_room & F ( landmark_3 ) )", -1, 100, 0
"stay in the blue room to get to landmark three .", "F ( landmark_3 ) & G ( blue_room )", 0, 100, 28
"navigate to the second floor always avoiding the blue room .", "F ( second_floor & ~blue_room )", 0, 100, 44
"go through the orange room before going to the yellow room .", "F ( orange_room & F ( yellow_room ) )", 0, 100, 43
"visit the green room and then move to the third floor .", "F ( green_room & F ( third_floor ) )", 0, 100, 33
"go to the blue room and avoid landmark one .", "F ( blue_room & ~landmark_1 )", 0, 100, 51
"go to the green room by first visiting landmark one .", "F ( landmark_1 & F ( green_room ) )", 0, 100, 49
"go to the purple room by avoiding landmark two and then stay in the purple room or continue to landmark two", "~ ( landmark_2 ) U ( purple_room )", 0, 100, 32
"proceed to landmark three but never move outside of the green room .", "F ( landmark_3 ) & G ( green_room )", 0, 100, 34
"move to the purple room and then the yellow room .", "F ( purple_room & F ( yellow_room ) )", 0, 100, 54
"avoid the blue room until going to the second floor .", "~ ( blue_room ) U ( second_floor )", 0, 100, 48
"always avoid landmark one and navigate to the purple room .", "F ( purple_room & ~landmark_1 )", 0, 100, 50
"go through the first floor to the purple room", "F ( first_floor & F ( purple_room ) )", 0, 100, 38
"move to the third floor but go through landmark three first .", "F ( landmark_3 & F ( third_floor ) )", 0, 100, 33
"go to or through the yellow room always avoid going to the yellow room through the purple room", "~ ( purple_room ) U ( yellow_room )", 0, 100, 55
"avoid the purple room and go to landmark two .", "F ( landmark_2 & ~purple_room )", 0, 100, 33
"go directly to landmark one and do not leave the red room .", "F ( landmark_1 ) & G ( red_room )", 0, 100, 34
"go to landmark one and remain within the blue room .", "F ( landmark_1 ) & G ( blue_room )", 0, 100, 32
"go up to the second floor without going to landmark three .", "F ( second_floor & ~landmark_3 )", 0, 100, 63
"avoid the blue room and go to the purple room .", "F ( purple_room & ~blue_room )", 0, 100, 46
"go to the yellow room and then go to landmark one .", "F ( yellow_room & F ( landmark_1 ) )", 0, 100, 42
"go to the second floor .", "F ( second_floor )", 0, 100, 16
"always avoid landmark one and navigate to the second floor .", "F ( second_floor & ~landmark_1 )", 0, 100, 59
"go to green room but do not go to orange room .", "F ( green_room & ~orange_room )", 0, 100, 40
"go to the yellow room without going to the purple room", "F ( yellow_room & ~purple_room )", 0, 100, 41
"go to the first floor and then head to landmark three .", "F ( first_floor & F ( landmark_3 ) )", 0, 100, 35
"avoid going through landmark one until you go through the green room .", "~ ( landmark_1 ) U ( green_room )", 0, 100, 51
"go to first floor without going into the orange room", "F ( first_floor & ~orange_room )", 0, 100, 49
"always go through the red room and then to landmark three .", "F ( red_room & F ( landmark_3 ) )", 0, 100, 21
"navigate to the first floor avoiding landmark three .", "F ( first_floor & ~landmark_3 )", 0, 100, 68
"go to landmark two via the first floor .", "F ( first_floor & F ( landmark_2 ) )", 0, 100, 39
"go to the red room by avoiding landmark one and then stay in the red room or continue to landmark one", "~ ( landmark_1 ) U ( red_room )", 0, 100, 45
"go from the twond floor to the orange room", "F ( third_floor & F ( orange_room ) )", 0, 100, 48
"go to the second floor but avoid the orange room .", "F ( second_floor & ~orange_room )", 0, 100, 42
"go to the red room without going to the green room .", "F ( red_room & ~green_room )", 0, 100, 38
"navigate directly to the first floor .", "F ( first_floor )", 0, 100, 23
"move to the yellow room but ensure to go to the twond floor first .", "F ( third_floor & F ( yellow_room ) )", 1, 100, 59
"avoid the green room on your way to landmark two .", "~ ( green_room ) U ( landmark_2 )", 0, 100, 49
"move to the blue room then continue to the red room .", "F ( blue_room & F ( red_room ) )", 0, 100, 59
"avoid the yellow room until you enter the red room .", "~ ( yellow_room ) U ( red_room )", 0, 100, 48
"go through landmark three to the third floor .", "F ( landmark_3 & F ( third_floor ) )", 0, 100, 35
"go to landmark two before navigating to the third floor .", "F ( landmark_2 & F ( third_floor ) )", 0, 100, 31
"avoid the first floor and the third floor and go to landmark three .", "F ( landmark_3 ) & G ( third_floor )", 0, 100, 33
"move to the blue room then continue to the orange room .", "F ( blue_room & F ( orange_room ) )", 0, 100, 50
"go through the first floor to the yellow room", "F ( first_floor & F ( yellow_room ) )", 0, 100, 45
"avoid the yellow room and go to the purple room .", "F ( purple_room & ~yellow_room )", 5, 100, 44
"go to the second floor avoiding the orange room . if you get to second floor you can then proceed to the orange room", "~ ( orange_room ) U ( second_floor )", 0, 100, 30
"go through the purple room to the yellow room .", "F ( purple_room & F ( yellow_room ) )", 0, 100, 61
"go to or through the twond floor always avoid going through the green room", "~ ( green_room ) U ( third_floor )", 0, 100, 55
"go to the purple room without going to landmark one .", "F ( purple_room & ~landmark_1 )", 0, 100, 54
"go to landmark three while staying on the third floor .", "F ( landmark_3 ) & G ( third_floor )", 0, 100, 27
"stay in the purple room and go to landmark one .", "F ( landmark_1 ) & G ( purple_room )", 0, 100, 37
"avoid the orange room until landmark two .", "~ ( orange_room ) U ( landmark_2 )", 0, 100, 42
"go through the purple room before navigating to landmark two .", "F ( purple_room & F ( landmark_2 ) )", 0, 100, 38
"always navigate to red room and then proceed to first floor .", "F ( red_room & F ( first_floor ) )", 0, 100, 38
"go to landmark one before going to the purple room", "F ( landmark_1 & F ( purple_room ) )", 0, 100, 44
"pass through the blue room on your way to the third floor .", "F ( blue_room & F ( third_floor ) )", 0, 100, 40
"go to the blue room before going to the orange room .", "F ( blue_room & F ( orange_room ) )", 0, 100, 47
"go to the second floor", "F ( second_floor )", 0, 100, 20
"without stepping outside of the green room go to landmark one .", "F ( landmark_1 ) & G ( green_room )", 0, 100, 27
"avoid the orange room until going to the second floor .", "~ ( orange_room ) U ( second_floor )", 0, 100, 45
"move to landmark three without leaving the second floor .", "F ( landmark_3 ) & G ( second_floor )", 0, 100, 41
"always avoid landmark three and navigate to the yellow room .", "F ( yellow_room & ~landmark_3 )", 0, 100, 56
"go to the first floor but avoid the orange room .", "F ( first_floor & ~orange_room )", 0, 100, 42
"always go to landmark two before navigating to the red room .", "F ( landmark_2 & F ( red_room ) )", 0, 100, 48
"avoid the orange room before you navigate to the first floor .", "~ ( orange_room ) U ( first_floor )", 0, 100, 38
"go through landmark two and navigate to the yellow room .", "F ( landmark_2 & F ( yellow_room ) )", 0, 100, 44
"head to the orange room and then head to the first floor .", "F ( orange_room & F ( first_floor ) )", 0, 100, 30
"go to landmark two after navigating to the second floor .", "F ( second_floor & F ( landmark_2 ) )", 0, 100, 47
"go to landmark two through the third floor .", "F ( third_floor & F ( landmark_2 ) )", 0, 100, 46
"always go to landmark three before navigating to the purple room .", "F ( landmark_3 & F ( purple_room ) )", 0, 100, 47
"go to the green room while always avoiding landmark two", "F ( green_room & ~landmark_2 )", 0, 100, 35
"go to the orange room and avoid landmark two .", "F ( orange_room & ~landmark_2 )", 0, 100, 36
"go to landmark two while staying on the second floor .", "F ( landmark_2 ) & G ( second_floor )", 0, 100, 35
"always go through the blue room to get to the orange room .", "F ( blue_room & F ( orange_room ) )", 0, 100, 47
"go to the green room", "F ( green_room )", 0, 100, 17
"go to the twond floor avoiding the yellow room . if you reached the second floor you can stay there or head to the yellow room .", "~ ( yellow_room ) U ( second_floor )", 0, 100, 58
"always go through the blue room and then to landmark three .", "F ( blue_room & F ( landmark_3 ) )", 0, 100, 46
"go to landmark two through the purple room .", "F ( purple_room & F ( landmark_2 ) )", 0, 100, 49
"go to landmark one but do not enter the green room first .", "~ ( green_room ) U ( landmark_1 )", 0, 100, 55
"move to the purple room without leaving the third floor .", "F ( purple_room ) & G ( third_floor )", 0, 100, 34
"go to the blue room but do not enter the red room first .", "~ ( red_room ) U ( blue_room )", 0, 100, 72
"always avoid the green room go to the second floor .", "F ( second_floor & ~green_room )", 0, 100, 37
